2018/12/26 14:50:34.430 [D]  init logger succ
2018/12/26 15:02:07.334 [D]  init logger succ
2018/12/26 15:55:33.496 [D]  init logger succ
2018/12/26 15:55:34.249 [E]  init kafka failed ,err=kafka: client has run out of available brokers to talk to (Is your cluster reachable?)
2018/12/26 15:55:34.249 [E]  init kafka failed,err= kafka: client has run out of available brokers to talk to (Is your cluster reachable?)
2018/12/26 15:58:17.583 [D]  init logger succ
2018/12/26 15:58:18.335 [E]  init kafka failed ,err=kafka: client has run out of available brokers to talk to (Is your cluster reachable?)
2018/12/26 15:58:18.335 [E]  init kafka failed,err= kafka: client has run out of available brokers to talk to (Is your cluster reachable?)
2018/12/26 16:12:11.814 [D]  init logger succ
2018/12/26 16:12:11.829 [D]  initKafka succ
2018/12/26 16:12:11.856 [D]  init ES succ
2018/12/26 18:28:46.533 [D]  partition:5,offset:77,Key:,Value:2018/12/26 01:07:55.986 [D]  load conf success,conf:&{debug /home/alan8254402/go/src/LCS/logsForTest/logAgent.log 100 192.168.76.139:9092 [{/home/alan8254402/go/src/LCS/logsForTest/logAgent.log nginx_log}] 192.168.76.139:2379 /oldboy/backend/logagent/config/}
2018/12/26 18:28:46.540 [D]  partition:7,offset:66,Key:,Value:2018/12/26 01:26:44.325 [D]  resp from etcd:[key:"/oldboy/backend/logagent/config/192.168.76.139" create_revision:107 mod_revision:107 version:1 value:"[{\"logpath\":\"/home/alan8254402/go/src/LCS/logsForTest/logAgent.log\",\"topic\":\"nginx_log\"},{\"logpath\":\"../main/logs/nginx/err.log\",\"topic\":\"nginx_log_err2\"}]" ]
2018/12/26 18:28:46.854 [D]  partition:3,offset:54,Key:,Value:2018/12/26 01:09:46.972 [D]  load conf success,conf:&{debug /home/alan8254402/go/src/LCS/logsForTest/logAgent.log 100 192.168.76.139:9092 [{/home/alan8254402/go/src/LCS/logsForTest/logAgent.log nginx_log}] 192.168.76.139:2379 /oldboy/backend/logagent/config/}
2018/12/26 18:28:46.854 [D]  partition:6,offset:92,Key:,Value:2018/12/26 01:09:46.975 [D]  resp from etcd:[key:"/oldboy/backend/logagent/config/192.168.76.139" create_revision:105 mod_revision:105 version:1 value:"[{\"logpath\":\"/home/alan8254402/go/src/LCS/logsForTest/logAgent.log\",\"topic\":\"nginx_log\"},{\"logpath\":\"../main/logs/nginx/err.log\",\"topic\":\"nginx_log_err2\"}]" ]
2018/12/26 18:28:46.870 [D]  partition:2,offset:84,Key:,Value:2018/12/26 01:05:21.075 [E]  client get from etcd failed,errcontext deadline exceeded
2018/12/26 18:28:46.994 [D]  partition:4,offset:63,Key:,Value:2018/12/26 01:11:15.733 [D]  load conf success,conf:&{debug /home/alan8254402/go/src/LCS/logsForTest/logAgent.log 100 192.168.76.139:9092 [{/home/alan8254402/go/src/LCS/logsForTest/logAgent.log nginx_log}] 192.168.76.139:2379 /oldboy/backend/logagent/config/}
2018/12/26 18:28:47.064 [D]  partition:2,offset:85,Key:,Value:2018/12/26 01:05:21.075 [D]  init etcd success
2018/12/26 18:28:47.073 [D]  partition:4,offset:64,Key:,Value:2018/12/26 01:12:10.990 [D]  resp from etcd:[key:"/oldboy/backend/logagent/config/192.168.76.139" create_revision:107 mod_revision:107 version:1 value:"[{\"logpath\":\"/home/alan8254402/go/src/LCS/logsForTest/logAgent.log\",\"topic\":\"nginx_log\"},{\"logpath\":\"../main/logs/nginx/err.log\",\"topic\":\"nginx_log_err2\"}]" ]
2018/12/26 18:28:47.141 [D]  partition:0,offset:63,Key:,Value:2018/12/26 01:05:20.074 [D]  connect etcd succ
2018/12/26 18:28:47.157 [D]  partition:7,offset:67,Key:,Value:2018/12/26 01:26:44.326 [D]  begin watch key:/oldboy/backend/logagent/config/192.168.76.139
2018/12/26 18:28:47.406 [D]  partition:5,offset:78,Key:,Value:2018/12/26 01:21:55.362 [D]  resp from etcd:[key:"/oldboy/backend/logagent/config/192.168.76.139" create_revision:107 mod_revision:107 version:1 value:"[{\"logpath\":\"/home/alan8254402/go/src/LCS/logsForTest/logAgent.log\",\"topic\":\"nginx_log\"},{\"logpath\":\"../main/logs/nginx/err.log\",\"topic\":\"nginx_log_err2\"}]" ]
2018/12/26 18:28:47.411 [D]  partition:6,offset:93,Key:,Value:2018/12/26 01:11:15.733 [D]  connect etcd succ
2018/12/26 18:28:47.416 [D]  partition:3,offset:55,Key:,Value:2018/12/26 01:09:46.972 [D]  connect etcd succ
2018/12/26 18:28:47.427 [D]  partition:1,offset:79,Key:,Value:2018/12/26 01:05:20.074 [D]  load conf success,conf:&{debug /home/alan8254402/go/src/LCS/logsForTest/logAgent.log 100 192.168.76.139:9092 [{/home/alan8254402/go/src/LCS/logsForTest/logAgent.log nginx_log}] 192.168.76.139:2379 /oldboy/backend/logagent/config/}
2018/12/26 18:28:47.430 [D]  partition:2,offset:86,Key:,Value:2018/12/26 01:07:55.986 [D]  connect etcd succ
2018/12/26 18:28:47.430 [D]  partition:4,offset:65,Key:,Value:2018/12/26 01:26:44.323 [D]  load conf success,conf:&{debug /home/alan8254402/go/src/LCS/logsForTest/logAgent.log 100 192.168.76.139:9092 [{/home/alan8254402/go/src/LCS/logsForTest/logAgent.log nginx_log}] 192.168.76.139:2379 /oldboy/backend/logagent/config/}
2018/12/26 18:28:47.488 [D]  partition:6,offset:94,Key:,Value:2018/12/26 01:12:10.990 [D]  log config is [{/home/alan8254402/go/src/LCS/logsForTest/logAgent.log nginx_log} {../main/logs/nginx/err.log nginx_log_err2}]
2018/12/26 18:28:47.507 [D]  partition:3,offset:56,Key:,Value:2018/12/26 01:21:55.363 [D]  initTailf success
2018/12/26 18:28:47.562 [D]  partition:7,offset:68,Key:,Value:2018/12/26 01:36:30.512 [D]  resp from etcd:[key:"/oldboy/backend/logagent/config/192.168.76.139" create_revision:107 mod_revision:107 version:1 value:"[{\"logpath\":\"/home/alan8254402/go/src/LCS/logsForTest/logAgent.log\",\"topic\":\"nginx_log\"},{\"logpath\":\"../main/logs/nginx/err.log\",\"topic\":\"nginx_log_err2\"}]" ]
2018/12/26 18:28:47.588 [D]  partition:5,offset:79,Key:,Value:2018/12/26 01:26:44.325 [D]  init etcd success
2018/12/26 18:28:47.592 [D]  partition:2,offset:87,Key:,Value:2018/12/26 01:11:15.736 [D]  init etcd success
2018/12/26 18:28:47.596 [D]  partition:0,offset:64,Key:,Value:2018/12/26 01:09:46.975 [D]  log config is [{/home/alan8254402/go/src/LCS/logsForTest/logAgent.log nginx_log} {../main/logs/nginx/err.log nginx_log_err2}]
2018/12/26 18:28:47.602 [D]  partition:4,offset:66,Key:,Value:2018/12/26 01:26:44.323 [D]  connect etcd succ
2018/12/26 18:28:47.603 [D]  partition:1,offset:80,Key:,Value:2018/12/26 01:07:55.989 [D]  init etcd success
2018/12/26 18:28:47.621 [D]  partition:3,offset:57,Key:,Value:2018/12/26 01:26:44.325 [D]  initTailf success
2018/12/26 18:28:47.625 [D]  partition:6,offset:95,Key:,Value:2018/12/26 01:21:55.359 [D]  load conf success,conf:&{debug /home/alan8254402/go/src/LCS/logsForTest/logAgent.log 100 192.168.76.139:9092 [{/home/alan8254402/go/src/LCS/logsForTest/logAgent.log nginx_log}] 192.168.76.139:2379 /oldboy/backend/logagent/config/}
2018/12/26 18:28:47.639 [D]  partition:5,offset:80,Key:,Value:2018/12/26 01:36:30.513 [D]  begin watch key:/oldboy/backend/logagent/config/192.168.76.139
2018/12/26 18:28:47.689 [D]  partition:2,offset:88,Key:,Value:2018/12/26 01:12:10.990 [D]  init etcd success
2018/12/26 18:28:47.690 [D]  partition:4,offset:67,Key:,Value:2018/12/26 01:36:30.512 [D]  init etcd success
2018/12/26 18:28:47.693 [D]  partition:0,offset:65,Key:,Value:2018/12/26 01:11:15.736 [D]  resp from etcd:[]
2018/12/26 18:28:47.706 [D]  partition:1,offset:81,Key:,Value:2018/12/26 01:09:46.975 [D]  init etcd success
2018/12/26 18:28:47.710 [D]  partition:7,offset:69,Key:,Value:2018/12/26 01:52:29.073 [D]  test for logger 5
2018/12/26 18:28:47.714 [D]  partition:3,offset:58,Key:,Value:2018/12/26 01:36:30.510 [D]  load conf success,conf:&{debug /home/alan8254402/go/src/LCS/logsForTest/logAgent.log 100 192.168.76.139:9092 [{/home/alan8254402/go/src/LCS/logsForTest/logAgent.log nginx_log}] 192.168.76.139:2379 /oldboy/backend/logagent/config/}
2018/12/26 18:28:47.742 [D]  partition:6,offset:96,Key:,Value:2018/12/26 01:52:25.050 [D]  connect etcd succ
2018/12/26 18:28:47.751 [D]  partition:2,offset:89,Key:,Value:2018/12/26 01:21:55.360 [D]  connect etcd succ
2018/12/26 18:28:47.778 [D]  partition:0,offset:66,Key:,Value:2018/12/26 01:12:10.987 [D]  connect etcd succ
2018/12/26 18:28:47.779 [D]  partition:7,offset:70,Key:,Value:2018/12/26 01:52:39.080 [D]  test for logger 15
2018/12/26 18:28:47.782 [D]  partition:3,offset:59,Key:,Value:2018/12/26 01:38:04.037 [D]  init kafka success
2018/12/26 18:28:47.792 [D]  partition:6,offset:97,Key:,Value:2018/12/26 01:52:25.053 [D]  resp from etcd:[key:"/oldboy/backend/logagent/config/192.168.76.139" create_revision:107 mod_revision:107 version:1 value:"[{\"logpath\":\"/home/alan8254402/go/src/LCS/logsForTest/logAgent.log\",\"topic\":\"nginx_log\"},{\"logpath\":\"../main/logs/nginx/err.log\",\"topic\":\"nginx_log_err2\"}]" ]
2018/12/26 18:28:47.796 [D]  partition:2,offset:90,Key:,Value:2018/12/26 01:21:55.363 [D]  log config is [{/home/alan8254402/go/src/LCS/logsForTest/logAgent.log nginx_log} {../main/logs/nginx/err.log nginx_log_err2}]
2018/12/26 18:28:47.800 [D]  partition:3,offset:60,Key:,Value:2018/12/26 01:38:04.037 [D]  init all success
2018/12/26 18:28:47.807 [D]  partition:7,offset:71,Key:,Value:2018/12/26 01:52:42.082 [D]  test for logger 18
2018/12/26 18:28:47.818 [D]  partition:0,offset:67,Key:,Value:2018/12/26 01:26:45.080 [E]  initKafka failed errkafka: client has run out of available brokers to talk to (Is your cluster reachable?)
2018/12/26 18:28:47.828 [D]  partition:3,offset:61,Key:,Value:2018/12/26 01:52:25.053 [D]  initTailf success
2018/12/26 18:28:47.845 [D]  partition:7,offset:72,Key:,Value:2018/12/26 01:52:45.085 [D]  test for logger 21
2018/12/26 18:28:47.851 [D]  partition:0,offset:68,Key:,Value:2018/12/26 01:36:30.510 [D]  connect etcd succ
2018/12/26 18:28:47.851 [D]  partition:4,offset:68,Key:,Value:2018/12/26 01:36:30.512 [D]  initTailf success
2018/12/26 18:28:47.861 [D]  partition:1,offset:82,Key:,Value:2018/12/26 01:12:10.987 [D]  load conf success,conf:&{debug /home/alan8254402/go/src/LCS/logsForTest/logAgent.log 100 192.168.76.139:9092 [{/home/alan8254402/go/src/LCS/logsForTest/logAgent.log nginx_log}] 192.168.76.139:2379 /oldboy/backend/logagent/config/}
2018/12/26 18:28:47.865 [D]  partition:6,offset:98,Key:,Value:2018/12/26 01:52:25.053 [D]  log config is [{/home/alan8254402/go/src/LCS/logsForTest/logAgent.log nginx_log} {../main/logs/nginx/err.log nginx_log_err2}]
2018/12/26 18:28:47.871 [D]  partition:2,offset:91,Key:,Value:2018/12/26 01:36:30.527 [D]  init all success
2018/12/26 18:28:47.871 [D]  partition:3,offset:62,Key:,Value:2018/12/26 01:52:25.071 [D]  init all success
2018/12/26 18:28:47.876 [D]  partition:7,offset:73,Key:,Value:2018/12/26 01:52:46.086 [D]  test for logger 22
2018/12/26 18:28:47.880 [D]  partition:4,offset:69,Key:,Value:2018/12/26 01:36:30.527 [D]  init kafka success
2018/12/26 18:28:47.885 [D]  partition:0,offset:69,Key:,Value:2018/12/26 01:38:04.037 [D]  test for logger 1
2018/12/26 18:28:47.889 [D]  partition:1,offset:83,Key:,Value:2018/12/26 01:21:55.363 [D]  init etcd success
2018/12/26 18:28:47.889 [D]  partition:5,offset:81,Key:,Value:2018/12/26 01:38:04.024 [D]  connect etcd succ
2018/12/26 18:28:47.893 [D]  partition:3,offset:63,Key:,Value:2018/12/26 01:52:31.074 [D]  test for logger 7
2018/12/26 18:28:47.901 [D]  partition:7,offset:74,Key:,Value:2018/12/26 16:01:52.658 [D]  load conf success,conf:&{debug /home/alan8254402/go/src/LCS/logsForTest/logAgent.log 100 192.168.76.139:9092 [{/home/alan8254402/go/src/LCS/logsForTest/logAgent.log nginx_log}] 192.168.76.139:2379 /oldboy/backend/logagent/config/}
2018/12/26 18:28:47.907 [D]  partition:0,offset:70,Key:,Value:2018/12/26 01:52:25.071 [D]  test for logger 1
2018/12/26 18:28:47.924 [D]  partition:1,offset:84,Key:,Value:2018/12/26 01:26:44.325 [D]  log config is [{/home/alan8254402/go/src/LCS/logsForTest/logAgent.log nginx_log} {../main/logs/nginx/err.log nginx_log_err2}]
2018/12/26 18:28:47.928 [D]  partition:2,offset:92,Key:,Value:2018/12/26 01:38:04.027 [D]  resp from etcd:[key:"/oldboy/backend/logagent/config/192.168.76.139" create_revision:107 mod_revision:107 version:1 value:"[{\"logpath\":\"/home/alan8254402/go/src/LCS/logsForTest/logAgent.log\",\"topic\":\"nginx_log\"},{\"logpath\":\"../main/logs/nginx/err.log\",\"topic\":\"nginx_log_err2\"}]" ]
2018/12/26 18:28:47.929 [D]  partition:5,offset:82,Key:,Value:2018/12/26 01:38:04.027 [D]  initTailf success
2018/12/26 18:28:47.937 [D]  partition:4,offset:70,Key:,Value:2018/12/26 01:38:04.024 [D]  load conf success,conf:&{debug /home/alan8254402/go/src/LCS/logsForTest/logAgent.log 100 192.168.76.139:9092 [{/home/alan8254402/go/src/LCS/logsForTest/logAgent.log nginx_log}] 192.168.76.139:2379 /oldboy/backend/logagent/config/}
2018/12/26 18:28:47.973 [D]  partition:6,offset:99,Key:,Value:2018/12/26 01:52:25.053 [D]  init etcd success
2018/12/26 18:28:47.986 [D]  partition:3,offset:64,Key:,Value:2018/12/26 01:52:32.074 [D]  test for logger 8
2018/12/26 18:28:47.990 [D]  partition:7,offset:75,Key:,Value:2018/12/26 16:01:52.658 [E]  invalid config for log collect,conf:[]
2018/12/26 18:28:47.991 [D]  partition:0,offset:71,Key:,Value:2018/12/26 01:52:26.071 [D]  test for logger 2
2018/12/26 18:28:48.014 [D]  partition:1,offset:85,Key:,Value:2018/12/26 01:26:45.080 [E]  init kafka produce failed ,err kafka: client has run out of available brokers to talk to (Is your cluster reachable?)
2018/12/26 18:28:48.017 [D]  partition:2,offset:93,Key:,Value:2018/12/26 01:52:25.049 [D]  load conf success,conf:&{debug /home/alan8254402/go/src/LCS/logsForTest/logAgent.log 100 192.168.76.139:9092 [{/home/alan8254402/go/src/LCS/logsForTest/logAgent.log nginx_log}] 192.168.76.139:2379 /oldboy/backend/logagent/config/}
2018/12/26 18:28:48.020 [D]  partition:6,offset:100,Key:,Value:2018/12/26 01:52:25.071 [D]  init kafka success
2018/12/26 18:28:48.024 [D]  partition:3,offset:65,Key:,Value:2018/12/26 01:52:38.079 [D]  test for logger 14
2018/12/26 18:28:48.037 [D]  partition:4,offset:71,Key:,Value:2018/12/26 01:38:04.027 [D]  log config is [{/home/alan8254402/go/src/LCS/logsForTest/logAgent.log nginx_log} {../main/logs/nginx/err.log nginx_log_err2}]
2018/12/26 18:28:48.038 [D]  partition:5,offset:83,Key:,Value:2018/12/26 01:38:05.037 [D]  test for logger 2
2018/12/26 18:28:48.044 [D]  partition:7,offset:76,Key:,Value:2018/12/26 16:11:34.070 [D]  resp from etcd:[key:"/oldboy/backend/logagent/config/192.168.76.139" create_revision:107 mod_revision:107 version:1 value:"[{\"logpath\":\"/home/alan8254402/go/src/LCS/logsForTest/logAgent.log\",\"topic\":\"nginx_log\"},{\"logpath\":\"../main/logs/nginx/err.log\",\"topic\":\"nginx_log_err2\"}]" ]
2018/12/26 18:28:48.044 [D]  partition:0,offset:72,Key:,Value:2018/12/26 01:52:41.081 [D]  test for logger 17
2018/12/26 18:28:48.048 [D]  partition:1,offset:86,Key:,Value:2018/12/26 01:36:30.512 [D]  log config is [{/home/alan8254402/go/src/LCS/logsForTest/logAgent.log nginx_log} {../main/logs/nginx/err.log nginx_log_err2}]
2018/12/26 18:28:48.050 [D]  partition:2,offset:94,Key:,Value:2018/12/26 01:52:27.071 [D]  test for logger 3
2018/12/26 18:28:48.052 [D]  partition:6,offset:101,Key:,Value:2018/12/26 01:52:30.073 [D]  test for logger 6
2018/12/26 18:28:48.061 [D]  partition:3,offset:66,Key:,Value:2018/12/26 01:52:51.090 [D]  test for logger 27
2018/12/26 18:28:48.062 [D]  partition:4,offset:72,Key:,Value:2018/12/26 01:38:06.038 [D]  test for logger 3
2018/12/26 18:28:48.068 [D]  partition:7,offset:77,Key:,Value:2018/12/26 16:11:34.101 [D]  init kafka success
2018/12/26 18:28:48.069 [D]  partition:0,offset:73,Key:,Value:2018/12/26 01:52:49.088 [D]  test for logger 25
2018/12/26 18:28:48.074 [D]  partition:1,offset:87,Key:,Value:2018/12/26 01:38:04.027 [D]  init etcd success
2018/12/26 18:28:48.076 [D]  partition:2,offset:95,Key:,Value:2018/12/26 01:52:28.072 [D]  test for logger 4
2018/12/26 18:28:48.077 [D]  partition:5,offset:84,Key:,Value:2018/12/26 01:52:25.066 [D]  begin watch key:/oldboy/backend/logagent/config/192.168.76.139
2018/12/26 18:28:48.081 [D]  partition:6,offset:102,Key:,Value:2018/12/26 01:52:36.078 [D]  test for logger 12
2018/12/26 18:28:48.085 [D]  partition:3,offset:67,Key:,Value:2018/12/26 15:59:00.080 [D]  initTailf success
2018/12/26 18:28:48.091 [D]  partition:0,offset:74,Key:,Value:2018/12/26 15:59:00.080 [D]  connect etcd succ
2018/12/26 18:28:48.100 [D]  partition:1,offset:88,Key:,Value:2018/12/26 01:38:04.028 [D]  begin watch key:/oldboy/backend/logagent/config/192.168.76.139
2018/12/26 18:28:48.102 [D]  partition:4,offset:73,Key:,Value:2018/12/26 01:52:44.084 [D]  test for logger 20
2018/12/26 18:28:48.109 [D]  partition:7,offset:78,Key:,Value:2018/12/26 16:20:13.644 [D]  init kafka success
2018/12/26 18:28:48.111 [D]  partition:2,offset:96,Key:,Value:2018/12/26 01:52:33.075 [D]  test for logger 9
2018/12/26 18:28:48.120 [D]  partition:6,offset:103,Key:,Value:2018/12/26 01:52:48.087 [D]  test for logger 24
2018/12/26 18:28:48.131 [D]  partition:5,offset:85,Key:,Value:2018/12/26 01:52:37.078 [D]  test for logger 13
2018/12/26 18:28:48.133 [D]  partition:3,offset:68,Key:,Value:2018/12/26 15:59:00.834 [E]  init kafka produce failed ,err kafka: client has run out of available brokers to talk to (Is your cluster reachable?)
2018/12/26 18:28:48.142 [D]  partition:1,offset:89,Key:,Value:2018/12/26 15:59:00.080 [D]  init etcd success
2018/12/26 18:28:48.142 [D]  partition:0,offset:75,Key:,Value:2018/12/26 16:01:52.658 [D]  init etcd success
2018/12/26 18:28:48.145 [D]  partition:4,offset:74,Key:,Value:2018/12/26 01:52:47.086 [D]  test for logger 23
2018/12/26 18:28:48.158 [D]  partition:2,offset:97,Key:,Value:2018/12/26 01:52:34.076 [D]  test for logger 10
2018/12/26 18:28:48.160 [D]  partition:7,offset:79,Key:,Value:2018/12/26 16:20:15.645 [D]  test for logger 3
2018/12/26 18:28:48.169 [D]  partition:5,offset:86,Key:,Value:2018/12/26 01:52:40.081 [D]  test for logger 16
2018/12/26 18:28:48.184 [D]  partition:6,offset:104,Key:,Value:2018/12/26 01:52:50.089 [D]  test for logger 26
2018/12/26 18:28:48.184 [D]  partition:3,offset:69,Key:,Value:2018/12/26 15:59:00.834 [E]  initKafka failed errkafka: client has run out of available brokers to talk to (Is your cluster reachable?)
2018/12/26 18:28:48.186 [D]  partition:0,offset:76,Key:,Value:2018/12/26 16:11:34.070 [D]  initTailf success
2018/12/26 18:28:48.197 [D]  partition:1,offset:90,Key:,Value:2018/12/26 16:01:52.658 [D]  connect etcd succ
2018/12/26 18:28:48.217 [D]  partition:4,offset:75,Key:,Value:2018/12/26 01:52:53.092 [D]  test for logger 29
2018/12/26 18:28:48.220 [D]  partition:2,offset:98,Key:,Value:2018/12/26 01:52:35.077 [D]  test for logger 11
2018/12/26 18:28:48.221 [D]  partition:7,offset:80,Key:,Value:2018/12/26 16:20:18.646 [D]  test for logger 6
2018/12/26 18:28:48.270 [D]  partition:5,offset:87,Key:,Value:2018/12/26 15:59:00.080 [E]  invalid config for log collect,conf:[]
2018/12/26 18:28:48.282 [D]  partition:6,offset:105,Key:,Value:2018/12/26 16:01:52.658 [D]  initTailf success
2018/12/26 18:28:48.283 [D]  partition:3,offset:70,Key:,Value:2018/12/26 16:11:34.101 [D]  init all success
2018/12/26 18:28:48.292 [D]  partition:0,offset:77,Key:,Value:2018/12/26 16:20:14.645 [D]  test for logger 2
2018/12/26 18:28:48.304 [D]  partition:1,offset:91,Key:,Value:2018/12/26 16:11:34.013 [D]  connect etcd succ
2018/12/26 18:28:48.323 [D]  partition:2,offset:99,Key:,Value:2018/12/26 01:52:43.083 [D]  test for logger 19
2018/12/26 18:28:48.329 [D]  partition:6,offset:106,Key:,Value:2018/12/26 16:20:13.553 [D]  connect etcd succ
2018/12/26 18:28:48.334 [D]  partition:3,offset:71,Key:,Value:2018/12/26 16:20:13.552 [D]  load conf success,conf:&{debug /home/alan8254402/go/src/LCS/logsForTest/logAgent.log 100 192.168.76.139:9092 [{/home/alan8254402/go/src/LCS/logsForTest/logAgent.log nginx_log}] 192.168.76.139:2379 /oldboy/backend/logagent/config/}
2018/12/26 18:28:48.345 [D]  partition:4,offset:76,Key:,Value:2018/12/26 16:01:53.411 [E]  init kafka produce failed ,err kafka: client has run out of available brokers to talk to (Is your cluster reachable?)
2018/12/26 18:28:48.366 [D]  partition:1,offset:92,Key:,Value:2018/12/26 16:11:34.070 [D]  init etcd success
2018/12/26 18:28:48.368 [D]  partition:2,offset:100,Key:,Value:2018/12/26 01:52:52.091 [D]  test for logger 28
2018/12/26 18:28:48.374 [D]  partition:6,offset:107,Key:,Value:2018/12/26 16:20:17.646 [D]  test for logger 5
2018/12/26 18:28:48.391 [D]  partition:5,offset:88,Key:,Value:2018/12/26 16:11:34.070 [D]  begin watch key:/oldboy/backend/logagent/config/192.168.76.139
2018/12/26 18:28:48.392 [D]  partition:0,offset:78,Key:,Value:2018/12/26 16:20:19.647 [D]  test for logger 7
2018/12/26 18:28:48.398 [D]  partition:3,offset:72,Key:,Value:2018/12/26 16:20:13.644 [D]  test for logger 1
2018/12/26 18:28:48.398 [D]  partition:7,offset:81,Key:,Value:2018/12/26 16:20:30.652 [D]  test for logger 18
2018/12/26 18:28:48.420 [D]  partition:1,offset:93,Key:,Value:2018/12/26 16:20:16.646 [D]  test for logger 4
2018/12/26 18:28:48.421 [D]  partition:2,offset:101,Key:,Value:2018/12/26 15:59:00.080 [D]  load conf success,conf:&{debug /home/alan8254402/go/src/LCS/logsForTest/logAgent.log 100 192.168.76.139:9092 [{/home/alan8254402/go/src/LCS/logsForTest/logAgent.log nginx_log}] 192.168.76.139:2379 /oldboy/backend/logagent/config/}
2018/12/26 18:28:48.423 [D]  partition:6,offset:108,Key:,Value:2018/12/26 16:20:29.652 [D]  test for logger 17
2018/12/26 18:28:48.427 [D]  partition:5,offset:89,Key:,Value:2018/12/26 16:20:13.637 [D]  resp from etcd:[key:"/oldboy/backend/logagent/config/192.168.76.139" create_revision:107 mod_revision:107 version:1 value:"[{\"logpath\":\"/home/alan8254402/go/src/LCS/logsForTest/logAgent.log\",\"topic\":\"nginx_log\"},{\"logpath\":\"../main/logs/nginx/err.log\",\"topic\":\"nginx_log_err2\"}]" ]
2018/12/26 18:28:48.430 [D]  partition:0,offset:79,Key:,Value:2018/12/26 16:20:37.657 [D]  test for logger 25
2018/12/26 18:28:48.431 [D]  partition:4,offset:77,Key:,Value:2018/12/26 16:01:53.411 [E]  initKafka failed errkafka: client has run out of available brokers to talk to (Is your cluster reachable?)
2018/12/26 18:28:48.432 [D]  partition:3,offset:73,Key:,Value:2018/12/26 16:20:48.662 [D]  test for logger 36
2018/12/26 18:28:48.434 [D]  partition:7,offset:82,Key:,Value:2018/12/26 16:20:39.659 [D]  test for logger 27
2018/12/26 18:28:48.436 [D]  partition:1,offset:94,Key:,Value:2018/12/26 16:20:22.648 [D]  test for logger 10
2018/12/26 18:28:48.439 [D]  partition:5,offset:90,Key:,Value:2018/12/26 16:20:13.639 [D]  initTailf success
2018/12/26 18:28:48.441 [D]  partition:6,offset:109,Key:,Value:2018/12/26 16:20:52.664 [D]  test for logger 40
2018/12/26 18:28:48.441 [D]  partition:2,offset:102,Key:,Value:2018/12/26 16:11:34.013 [D]  load conf success,conf:&{debug /home/alan8254402/go/src/LCS/logsForTest/logAgent.log 100 192.168.76.139:9092 [{/home/alan8254402/go/src/LCS/logsForTest/logAgent.log nginx_log}] 192.168.76.139:2379 /oldboy/backend/logagent/config/}
2018/12/26 18:28:48.442 [D]  partition:0,offset:80,Key:,Value:2018/12/26 16:20:40.660 [D]  test for logger 28
2018/12/26 18:28:48.458 [D]  partition:3,offset:74,Key:,Value:2018/12/26 16:20:51.663 [D]  test for logger 39
2018/12/26 18:28:48.463 [D]  partition:7,offset:83,Key:,Value:2018/12/26 16:20:46.662 [D]  test for logger 34
2018/12/26 18:28:48.466 [D]  partition:1,offset:95,Key:,Value:2018/12/26 16:20:25.649 [D]  test for logger 13
2018/12/26 18:28:48.467 [D]  partition:4,offset:78,Key:,Value:2018/12/26 16:20:23.648 [D]  test for logger 11
2018/12/26 18:28:48.477 [D]  partition:5,offset:91,Key:,Value:2018/12/26 16:20:13.644 [D]  init all success
2018/12/26 18:28:48.479 [D]  partition:6,offset:110,Key:,Value:2018/12/26 16:21:04.670 [D]  test for logger 52
2018/12/26 18:28:48.485 [D]  partition:2,offset:103,Key:,Value:2018/12/26 16:11:34.070 [D]  log config is [{/home/alan8254402/go/src/LCS/logsForTest/logAgent.log nginx_log} {../main/logs/nginx/err.log nginx_log_err2}]
2018/12/26 18:28:48.490 [D]  partition:3,offset:75,Key:,Value:2018/12/26 16:20:55.665 [D]  test for logger 43
2018/12/26 18:28:48.492 [D]  partition:0,offset:81,Key:,Value:2018/12/26 16:20:53.664 [D]  test for logger 41
2018/12/26 18:28:48.493 [D]  partition:7,offset:84,Key:,Value:2018/12/26 16:20:54.665 [D]  test for logger 42
2018/12/26 18:28:48.496 [D]  partition:4,offset:79,Key:,Value:2018/12/26 16:20:28.651 [D]  test for logger 16
2018/12/26 18:28:48.499 [D]  partition:5,offset:92,Key:,Value:2018/12/26 16:20:20.647 [D]  test for logger 8
2018/12/26 18:28:48.500 [D]  partition:1,offset:96,Key:,Value:2018/12/26 16:20:27.650 [D]  test for logger 15
2018/12/26 18:28:48.504 [D]  partition:6,offset:111,Key:,Value:2018/12/26 16:21:16.677 [D]  test for logger 64
2018/12/26 18:28:48.504 [D]  partition:2,offset:104,Key:,Value:2018/12/26 16:20:13.637 [D]  log config is [{/home/alan8254402/go/src/LCS/logsForTest/logAgent.log nginx_log} {../main/logs/nginx/err.log nginx_log_err2}]
2018/12/26 18:28:48.508 [D]  partition:0,offset:82,Key:,Value:2018/12/26 16:20:56.666 [D]  test for logger 44
2018/12/26 18:28:48.510 [D]  partition:3,offset:76,Key:,Value:2018/12/26 16:20:57.666 [D]  test for logger 45
2018/12/26 18:28:48.512 [D]  partition:7,offset:85,Key:,Value:2018/12/26 16:21:23.679 [D]  test for logger 71
2018/12/26 18:28:48.514 [D]  partition:4,offset:80,Key:,Value:2018/12/26 16:20:49.663 [D]  test for logger 37
2018/12/26 18:28:48.517 [D]  partition:5,offset:93,Key:,Value:2018/12/26 16:20:21.648 [D]  test for logger 9
